what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455327239426
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455327240530
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455327306372
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455327309670
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455327633329
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1455327646610
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455327746700
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455327837801
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455327839580
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455327842953
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1455327869636
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455327893693
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455327954416
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1455328066878
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455328081352
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455328097141
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1455328108754
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455328128855
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455328312079
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1455328315348
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1455328324849
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455328389687
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455328410110
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1455328425982
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1455328429168
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455328438100
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455328443346
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455328456080
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455328456830
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455328458672
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455328471548
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1455328471629
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455328564718
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455328598153
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1455328606003
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1455328619197
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455328690340
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455328691369
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1455328755577
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455328769847
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455328770666
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455328772489
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455328788263
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1455328788303
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1455328797965
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455328834551
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455328860822
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455328937340
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455328984465
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455328984552
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455328986296
closed,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1455328986918
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1455328988115
stopped,bundle,org.eclipse.jst.ws.axis.creation.ui,1.0.700.v201104070312,"org.eclipse.jst.ws.axis.creation.ui",1455328989096
stopped,bundle,org.eclipse.jst.ws.axis.consumption.ui,1.0.505.v201004211805,"org.eclipse.jst.ws.axis.consumption.ui",1455328989100
stopped,bundle,org.eclipse.jst.ws.axis.consumption.core,1.0.407.v201104071820,"org.eclipse.jst.ws.axis.consumption.core",1455328989114
stopped,bundle,org.eclipse.jst.ws.axis2.creation.ui,1.0.104.v201004211805,"org.eclipse.jst.ws.axis2.creation.ui",1455328989124
stopped,bundle,org.eclipse.jst.ws.axis2.consumption.ui,1.0.103.v201004211805,"org.eclipse.jst.ws.axis2.consumption.ui",1455328989134
stopped,bundle,org.eclipse.jst.ws.axis2.creation.core,1.0.106.v201004211805,"org.eclipse.jst.ws.axis2.creation.core",1455328989148
stopped,bundle,org.eclipse.jst.ws.axis2.consumption.core,1.0.105.v201004211805,"org.eclipse.jst.ws.axis2.consumption.core",1455328989164
stopped,bundle,org.eclipse.jst.ws.axis2.ui,1.0.303.v201003110431,"org.eclipse.jst.ws.axis2.ui",1455328989171
stopped,bundle,org.eclipse.jst.ws.axis2.core,1.0.204.v201004211805,"org.eclipse.jst.ws.axis2.core",1455328989181
stopped,bundle,org.eclipse.jst.ws.cxf.creation.ui,1.0.100.v201104022153,"org.eclipse.jst.ws.cxf.creation.ui",1455328989197
stopped,bundle,org.eclipse.jst.ws.creation.ui,1.0.609.v201103082016,"org.eclipse.jst.ws.creation.ui",1455328989253
stopped,bundle,org.eclipse.jst.ws.cxf.consumption.ui,1.0.0.v201003222311,"org.eclipse.jst.ws.cxf.consumption.ui",1455328989273
stopped,bundle,org.eclipse.jst.ws.consumption.ui,1.1.402.v201201250306,"org.eclipse.jst.ws.consumption.ui",1455328989299
stopped,bundle,org.eclipse.jst.ws.consumption,1.0.603.v201202012024,"org.eclipse.jst.ws.consumption",1455328989313
activated,perspective,org.eclipse.jdt.ui,,"org.eclipse.jdt.ui.JavaPerspective",1455498286014
started,bundle,org.eclipse.osgi,3.7.2.v20120110-1415,"org.eclipse.osgi",1455498286017
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20110815-1438,"org.eclipse.equinox.simpleconfigurator",1455498286020
started,bundle,com.ibm.icu,4.4.2.v20110823,"com.ibm.icu",1455498286040
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1455498286043
started,bundle,org.eclipse.core.contenttype,3.4.100.v20110423-0524,"org.eclipse.core.contenttype",1455498286045
started,bundle,org.eclipse.core.databinding.observable,1.4.0.I20110222-0800,"org.eclipse.core.databinding.observable",1455498286049
started,bundle,org.eclipse.core.expressions,3.4.300.v20110228,"org.eclipse.core.expressions",1455498286051
started,bundle,org.eclipse.core.filebuffers,3.5.200.v20110928-1504,"org.eclipse.core.filebuffers",1455498286053
started,bundle,org.eclipse.core.filesystem,1.3.100.v20110423-0524,"org.eclipse.core.filesystem",1455498286066
started,bundle,org.eclipse.core.jobs,3.5.101.v20120113-1953,"org.eclipse.core.jobs",1455498286068
started,bundle,org.eclipse.core.net,1.2.100.I20110511-0800,"org.eclipse.core.net",1455498286072
started,bundle,org.eclipse.core.resources,3.7.101.v20120125-1505,"org.eclipse.core.resources",1455498286074
started,bundle,org.eclipse.core.runtime,3.7.0.v20110110,"org.eclipse.core.runtime",1455498286076
